Cena,Cena za m²,Czynsz (dodatkowo),Finanse,Liczba pokoi,Link,Miejsce,Oferta od,Powierzchnia,Poziom,Rodzaj zabudowy,Rynek,Umeblowane,Miasto
147 900 zł,2844.23 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/wynajem-najem-mieszkanie-remont-kapitalny-monitoring-centrum-61m2-CID3-IDErzp1.html#ae514df306,"Bytom, Śląskie",Osoby prywatnej,52 m²,2,Blok,Wtórny,Nie,bytom
249 000 zł,3772.73 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/wynajem-najem-mieszkanie-remont-kapitalny-monitoring-centrum-61m2-CID3-IDErzp1.html#ae514df306,"Bytom, Śląskie",Osoby prywatnej,66 m²,6,Blok,Wtórny,Tak,bytom
no data,,,,4 i więcej,https://www.olx.pl/oferta/wynajem-najem-mieszkanie-remont-kapitalny-monitoring-centrum-61m2-CID3-IDErzp1.html#ae514df306,"Bytom, Śląskie",Osoby prywatnej,92 m²,2,Kamienica,,Tak,bytom
175 000 złDo negocjacji,3568.52 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/wynajem-najem-mieszkanie-remont-kapitalny-monitoring-centrum-61m2-CID3-IDErzp1.html#ae514df306,"Bytom, Śląskie",Osoby prywatnej,"49,04 m²",Parter,Blok,Pierwotny,Nie,bytom
149 000 złDo negocjacji,3634.15 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/wynajem-najem-mieszkanie-remont-kapitalny-monitoring-centrum-61m2-CID3-IDErzp1.html#ae514df306,"Bytom, Śląskie",Osoby prywatnej,41 m²,3,Blok,Wtórny,Nie,bytom
121 000 złDo negocjacji,3903.23 zł/m²,,Otwórz konto w promocji >>,1 pokój,https://www.olx.pl/oferta/wynajem-najem-mieszkanie-remont-kapitalny-monitoring-centrum-61m2-CID3-IDErzp1.html#ae514df306,"Bytom, Śląskie",Osoby prywatnej,31 m²,3,Blok,Wtórny,Nie,bytom
160 000 zł,3791.47 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/wynajem-najem-mieszkanie-remont-kapitalny-monitoring-centrum-61m2-CID3-IDErzp1.html#ae514df306,"Bytom, Śląskie",Osoby prywatnej,"42,20 m²",2,Blok,Wtórny,Tak,bytom
172 000 zł,3307.69 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/wynajem-najem-mieszkanie-remont-kapitalny-monitoring-centrum-61m2-CID3-IDErzp1.html#ae514df306,"Bytom, Śląskie",Osoby prywatnej,52 m²,1,Blok,Wtórny,Tak,bytom
172 000 zł,3307.69 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/wynajem-najem-mieszkanie-remont-kapitalny-monitoring-centrum-61m2-CID3-IDErzp1.html#ae514df306,"Bytom, Śląskie",Osoby prywatnej,52 m²,1,Blok,Wtórny,Tak,bytom
205 000 złDo negocjacji,4059.41 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/wynajem-najem-mieszkanie-remont-kapitalny-monitoring-centrum-61m2-CID3-IDErzp1.html#ae514df306,"Bytom, Śląskie",Osoby prywatnej,"50,50 m²",1,Blok,Wtórny,Tak,bytom
600 zł,,190 zł,,Kawalerka,https://www.olx.pl/oferta/wynajem-najem-mieszkanie-remont-kapitalny-monitoring-centrum-61m2-CID3-IDErzp1.html#ae514df306,"Bytom, Śląskie",Biuro / Deweloper,20 m²,3,Kamienica,,Tak,bytom
249 000 zł,4150 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/wynajem-najem-mieszkanie-remont-kapitalny-monitoring-centrum-61m2-CID3-IDErzp1.html#ae514df306,"Bytom, Śląskie",Osoby prywatnej,60 m²,Parter,Blok,Wtórny,Tak,bytom
225 000 złDo negocjacji,4591.84 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/wynajem-najem-mieszkanie-remont-kapitalny-monitoring-centrum-61m2-CID3-IDErzp1.html#ae514df306,"Bytom, Śląskie",Osoby prywatnej,49 m²,1,Blok,Wtórny,Tak,bytom
175 000 zł,1666.67 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/wynajem-najem-mieszkanie-remont-kapitalny-monitoring-centrum-61m2-CID3-IDErzp1.html#ae514df306,"Bytom, Śląskie",Osoby prywatnej,105 m²,2,Kamienica,Wtórny,Nie,bytom
2 880 zł,,1 zł,,3 pokoje,https://www.olx.pl/oferta/wynajem-najem-mieszkanie-remont-kapitalny-monitoring-centrum-61m2-CID3-IDErzp1.html#ae514df306,"Bytom, Śląskie",Biuro / Deweloper,135 m²,4,Kamienica,,Tak,bytom
999 zł,,430 zł,,2 pokoje,https://www.olx.pl/oferta/wynajem-najem-mieszkanie-remont-kapitalny-monitoring-centrum-61m2-CID3-IDErzp1.html#ae514df306,"Bytom, Śląskie",Osoby prywatnej,47 m²,Parter,Blok,,Nie,bytom
169 000 zł,2816.67 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/wynajem-najem-mieszkanie-remont-kapitalny-monitoring-centrum-61m2-CID3-IDErzp1.html#ae514df306,"Bytom, Śląskie",Biuro / Deweloper,60 m²,2,Pozostałe,Wtórny,Nie,bytom
199 000 złDo negocjacji,3572.71 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/wynajem-najem-mieszkanie-remont-kapitalny-monitoring-centrum-61m2-CID3-IDErzp1.html#ae514df306,"Bytom, Śląskie",Osoby prywatnej,"55,70 m²",3,Blok,Wtórny,Nie,bytom
69 000 zł,1270.95 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/wynajem-najem-mieszkanie-remont-kapitalny-monitoring-centrum-61m2-CID3-IDErzp1.html#ae514df306,"Bytom, Śląskie",Osoby prywatnej,"54,29 m²",Parter,Kamienica,Wtórny,Nie,bytom
280 000 zł,2434.78 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/wynajem-najem-mieszkanie-remont-kapitalny-monitoring-centrum-61m2-CID3-IDErzp1.html#ae514df306,"Bytom, Śląskie",Osoby prywatnej,115 m²,1,Kamienica,Wtórny,Nie,bytom
119 000 złDo negocjacji,1418.69 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/wynajem-najem-mieszkanie-remont-kapitalny-monitoring-centrum-61m2-CID3-IDErzp1.html#ae514df306,"Bytom, Śląskie",Osoby prywatnej,"83,88 m²",1,Kamienica,Wtórny,Nie,bytom
160 000 zł,1777.78 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/wynajem-najem-mieszkanie-remont-kapitalny-monitoring-centrum-61m2-CID3-IDErzp1.html#ae514df306,"Bytom, Śląskie",Osoby prywatnej,90 m²,Parter,Kamienica,Wtórny,Nie,bytom
263 000 złDo negocjacji,4696.43 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,56 m²,1,Blok,Wtórny,Tak,zory
265 000 złDo negocjacji,3581.08 zł/m²,,Otwórz konto w promocji >>,4 i więcej,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,74 m²,7,Blok,Wtórny,Tak,zory
255 000 złDo negocjacji,4553.57 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,56 m²,4,Blok,Wtórny,Nie,zory
190 000 złDo negocjacji,3411.13 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,"55,70 m²",4,Blok,Wtórny,Nie,zory
1 200 zł,,500 zł,,2 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,46 m²,Parter,Dom wolnostojący,,Nie,zory
1 800 zł,,1 zł,,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Biuro / Deweloper,84 m²,1,Apartamentowiec,,Tak,zory
399 000 zł,4564.17 zł/m²,,Otwórz konto w promocji >>,4 i więcej,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Biuro / Deweloper,"87,42 m²",Parter,Apartamentowiec,Pierwotny,Nie,zory
209 000 złDo negocjacji,3782.12 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,"55,26 m²",4,Blok,Wtórny,Tak,zory
2 600 złDo negocjacji,,50 zł,,4 i więcej,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,78 m²,1,Apartamentowiec,,Tak,zory
no data,,,,4 i więcej,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,56 m²,4,Blok,,Tak,zory
1 400 zł,,550 zł,,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,56 m²,9,Blok,,Tak,zory
259 000 złDo negocjacji,4649.91 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,"55,70 m²",4,Blok,Wtórny,Tak,zory
no data,,,,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,56 m²,3,Blok,,Tak,zory
185 000 zł,3425.93 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,54 m²,Parter,Blok,Wtórny,Tak,zory
260 000 złDo negocjacji,3840.47 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,"67,70 m²",2,Apartamentowiec,Wtórny,Tak,zory
229 000 złDo negocjacji,4089.29 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,56 m²,4,Blok,Pierwotny,Tak,zory
185 000 złDo negocjacji,3854.17 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,48 m²,2,Blok,Pierwotny,Tak,zory
215 000 zł,3839.29 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,56 m²,3,Blok,Wtórny,Tak,zory
125 000 złDo negocjacji,3434.07 zł/m²,,Otwórz konto w promocji >>,1 pokój,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,"36,40 m²",2,Blok,Wtórny,Tak,zory
255 000 złDo negocjacji,4473.68 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,57 m²,2,Blok,Wtórny,Tak,zory
1 500 zł,,1 500 zł,,2 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,50 m²,,Pozostałe,,Tak,zory
1 000 zł,,550 zł,,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,56 m²,3,Blok,,Tak,zory
263 000 złDo negocjacji,4696.43 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,56 m²,1,Blok,Wtórny,Tak,zory
265 000 złDo negocjacji,3581.08 zł/m²,,Otwórz konto w promocji >>,4 i więcej,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,74 m²,7,Blok,Wtórny,Tak,zory
255 000 złDo negocjacji,4553.57 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,56 m²,4,Blok,Wtórny,Nie,zory
190 000 złDo negocjacji,3411.13 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,"55,70 m²",4,Blok,Wtórny,Nie,zory
250 000 zł,4464.29 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,56 m²,Parter,Blok,Wtórny,Tak,zory
1 000 zł,,250 zł,,Kawalerka,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,35 m²,Parter,Blok,,Tak,zory
219 000 złDo negocjacji,3981.82 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,55 m²,4,Blok,Wtórny,Tak,zory
255 000 złDo negocjacji,4569.89 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,"55,80 m²",4,Blok,Wtórny,Tak,zory
1 000 złDo negocjacji,,400 zł,,Kawalerka,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,34 m²,Parter,Blok,,Nie,zory
175 000 zł,3707.63 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,"47,20 m²",Parter,Blok,Wtórny,Nie,zory
1 300 zł,,430 zł,,2 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,48 m²,4,Blok,,Tak,zory
220 000 zł,3971.12 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,"55,40 m²",7,Blok,Wtórny,Nie,zory
1 500 zł,,195 zł,,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,78 m²,2,Pozostałe,,Tak,zory
1 400 zł,,1 zł,,Kawalerka,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,37 m²,1,Kamienica,,Tak,zory
1 800 zł,,1 zł,,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Biuro / Deweloper,80 m²,2,Kamienica,,Tak,zory
2 000 zł,,1 zł,,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Biuro / Deweloper,90 m²,2,Kamienica,,Nie,zory
2 600 zł,,1 zł,,4 i więcej,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Biuro / Deweloper,75 m²,1,Apartamentowiec,,Tak,zory
249 000 złDo negocjacji,4446.43 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,56 m²,10,Blok,Wtórny,Tak,zory
230 000 zł,4107.14 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,56 m²,3,Blok,Wtórny,Tak,zory
263 000 złDo negocjacji,4696.43 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,56 m²,1,Blok,Wtórny,Tak,zory
265 000 złDo negocjacji,3581.08 zł/m²,,Otwórz konto w promocji >>,4 i więcej,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,74 m²,7,Blok,Wtórny,Tak,zory
255 000 złDo negocjacji,4553.57 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,56 m²,4,Blok,Wtórny,Nie,zory
190 000 złDo negocjacji,3411.13 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,"55,70 m²",4,Blok,Wtórny,Nie,zory
205 000 złDo negocjacji,3660.71 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,56 m²,7,Blok,Wtórny,Tak,zory
1 350 zł,,450 zł,,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,56 m²,2,Blok,,Tak,zory
245 000 złDo negocjacji,4375 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,56 m²,3,Blok,Wtórny,Tak,zory
239 000 złDo negocjacji,4267.86 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,56 m²,3,Blok,Wtórny,Tak,zory
245 000 złDo negocjacji,4430.38 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,"55,30 m²",4,Blok,Wtórny,Tak,zory
2 200 zł,,400 zł,,2 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,44 m²,1,Kamienica,,Tak,zory
321 000 zł,5383.2 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Biuro / Deweloper,"59,63 m²",Parter,Apartamentowiec,Pierwotny,Nie,zory
210 000 złDo negocjacji,3750 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,56 m²,Parter,Blok,Wtórny,Nie,zory
215 000 zł,3839.29 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,56 m²,9,Blok,Wtórny,Nie,zory
219 000 złDo negocjacji,3650 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Biuro / Deweloper,60 m²,4,Blok,Wtórny,Tak,zory
1 000 zł,,500 zł,,2 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Biuro / Deweloper,48 m²,4,Blok,,Tak,zory
1 500 złDo negocjacji,,500 zł,,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Biuro / Deweloper,60 m²,4,Blok,,Tak,zory
215 000 zł,3839.29 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,56 m²,10,Blok,Wtórny,Tak,zory
215 000 złDo negocjacji,3909.09 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,55 m²,4,Blok,Wtórny,Tak,zory
256 000 zł,3657.14 zł/m²,,Otwórz konto w promocji >>,4 i więcej,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,70 m²,1,Blok,Wtórny,Nie,zory
239 000 zł,3414.29 zł/m²,,Otwórz konto w promocji >>,4 i więcej,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,70 m²,7,Blok,Wtórny,Tak,zory
1 100 złDo negocjacji,,450 zł,,2 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,47 m²,Parter,Blok,,Nie,zory
205 000 złDo negocjacji,3680.43 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,"55,70 m²",Parter,Blok,Wtórny,Tak,zory
1 000 zł,,580 zł,,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,"55,70 m²",Parter,Blok,,Tak,zory
225 000 zł,4017.86 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,56 m²,8,Blok,Wtórny,Tak,zory
1 300 zł,,450 zł,,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,56 m²,4,Blok,,Tak,zory
263 000 złDo negocjacji,4696.43 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,56 m²,1,Blok,Wtórny,Tak,zory
265 000 złDo negocjacji,3581.08 zł/m²,,Otwórz konto w promocji >>,4 i więcej,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,74 m²,7,Blok,Wtórny,Tak,zory
255 000 złDo negocjacji,4553.57 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,56 m²,4,Blok,Wtórny,Nie,zory
190 000 złDo negocjacji,3411.13 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,"55,70 m²",4,Blok,Wtórny,Nie,zory
249 000 zł,4368.42 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,57 m²,3,Blok,Wtórny,Tak,zory
500 złDo negocjacji,,1 zł,,Kawalerka,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,28 m²,,Kamienica,,Tak,zory
205 000 złDo negocjacji,4183.67 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,49 m²,Parter,Blok,Wtórny,Tak,zory
1 200 zł,,470 zł,,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,56 m²,8,Blok,,Tak,zory
1 300 zł,,380 zł,,2 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Biuro / Deweloper,"48,75 m²",4,Blok,,Tak,zory
1 200 zł,,500 zł,,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Biuro / Deweloper,56 m²,3,Blok,,Tak,zory
199 900 złDo negocjacji,3569.64 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/m4-z-klimatyzacja-w-zorach-CID3-IDDMubH.html#1533ed62f1,"Żory, Śląskie",Osoby prywatnej,56 m²,2,Blok,Wtórny,Tak,zory
